app,n,cohort_revenue,revenue_std,arpu
com.actopolus.PixelDudeSandbox,1,0.000595502202434519,0.0,0.000595502202434519
com.adfone.aditup,7,0.6067039954913589,0.07523156890935534,0.08667199935590841
com.advant.streamer,2,0.2330656461913714,0.04866322989823994,0.1165328230956857
com.afgame.app.poolball,8,4.876745027942589,0.8705626357113202,0.6095931284928237
com.agedstudio.bible.trivia.knowledge,1,0.05075087340964202,0.0,0.05075087340964202
com.agedstudio.board.game.dominoes,1,0.011008327000000002,0.0,0.011008327000000002
com.akpublish.zombie,2,0.617933252663649,0.25123034778325304,0.3089666263318245
com.allenmm.archery,2,0.06698555430786779,0.03114715239111512,0.033492777153933895
com.amanotes.pamadancingroad,1,0.0019535238000000003,0.0,0.0019535238000000003
com.amelosinteractive.snake,1,0.007925542123809524,0.0,0.007925542123809524
com.an.satisday.antistress.organizinggame,10,0.7350274061265347,0.08184974658288428,0.07350274061265347
com.andaman.games.block.puzzle.free,1,0.030441404327341735,0.0,0.030441404327341735
com.animal.hunter.sniper,5,0.7166575517938328,0.15106195977814957,0.14333151035876657
com.appideas.minimonsters,6,0.5030203630759732,0.07569472243641119,0.08383672717932887
com.arcadiastudio.mahjong.puzzle,2,0.06610207933792542,0.0312667716689627,0.03305103966896271
com.aredstudio.beachresort,6,0.25347555695466395,0.03286802190380251,0.04224592615911066
com.art.pixel.beauty.girl.games.paint.color.by.numbers,1,0.002516737,0.0,0.002516737
com.artisitc.jigsaw.art.puzzle.jigsaw.game,3,0.18585978476197845,0.06538707008027675,0.06195326158732615
com.artlife.color.number.coloring.book,1,0.0,0.0,0.0
com.artoon.bidwhistoffline,10,0.7764467912145763,0.09784794105111057,0.07764467912145763
com.atknsyl.weaponmaster,1,0.9055687707073115,0.0,0.9055687707073115
com.audiomack,2,0.2420030295006535,0.12100151475032675,0.12100151475032675
com.autocutout.backgrounderaser,476,17.640712593680693,0.10294056268734961,0.03706032057495944
com.awesome.puzzlehexasort,1,0.0,0.0,0.0
com.azgame.app.poolcity,1,0.0,0.0,0.0
com.balloon.master.cube.match,1,0.024754935690817832,0.0,0.024754935690817832
com.balloon.triple.match.master3d.game,93,1.0447645099376737,0.02649545631326073,0.011234026988577136
com.battlecreek.nolimit2,1,0.11696660078357989,0.0,0.11696660078357989
com.bcaapps.scanner,3,0.4249556120939868,0.16629757677852336,0.1416518706979956
com.beauty.tiles.story.makeover.puzzle.match,1,0.8958884956396426,0.0,0.8958884956396426
com.biblelauncher.prayer.audiobiblekjv,6,1.6222542917992675,0.15730305571916492,0.2703757152998779
com.bid.master.war.auction.battle,1,0.282556766182564,0.0,0.282556766182564
com.bigc.daily.jigsaw.puzzles,1,0.8761871417570766,0.0,0.8761871417570766
com.bigcake.android.bubbledaily,1,0.006951886789383761,0.0,0.006951886789383761
com.bigcake.android.classicdominoes,2,0.07057342265904763,0.034627711329523816,0.035286711329523816
com.bigcake.android.classicyatzy,6,3.100359254807815,0.7152201801130699,0.5167265424679691
com.bigcake.android.dicemerge,1,0.1035564766696817,0.0,0.1035564766696817
com.bigcake.android.mahjongmatch,16,3.3595180191247653,0.26390841958745104,0.20996987619529783
com.bigcake.android.solitairedaily,1,0.08619230826248121,0.0,0.08619230826248121
com.bigcake.android.solitairefish,1,0.20628916676599374,0.0,0.20628916676599374
com.bigcake.android.spadesclassic,3,0.2000929217373793,0.08711944604279097,0.06669764057912643
com.bigcake.android.spidersolitaire,2,0.001908329,0.0001356545000000001,0.0009541645
com.bigfishgames.cookingcrazegooglef2p,1,0.32757346065402204,0.0,0.32757346065402204
com.bigfishgames.fairwaysolitaireuniversalf2pgoogle,1,0.035508254630764964,0.0,0.035508254630764964
com.bigfishgames.gummydropgoogle,1,0.16015654770709367,0.0,0.16015654770709367
com.bigfishgames.mergetalesgoog,1,0.003319499,0.0,0.003319499
com.biglime.cookingmadness,2,0.054579751676190474,0.027289875838095237,0.027289875838095237
com.bigwinepot.nwdn.international,1,0.0,0.0,0.0
com.billiards.shooting.ball.pool,1,0.716146208915572,0.0,0.716146208915572
com.bitmango.go.bubblepop,1,0.6182596104598963,0.0,0.6182596104598963
com.black.happy.art.jigsaw.puzzle.free.game,1,0.10043067948043363,0.0,0.10043067948043363
com.blackhole.collector.master,1,0.46073910255512857,0.0,0.46073910255512857
com.blackout.backgammon,2,1.1877667143597526,0.5248463031798762,0.5938833571798763
com.blackout.bubble,4,0.9624712253193263,0.12336884651770999,0.24061780632983157
com.blackout.gin,16,3.637161702745324,0.344524941634837,0.22732260642158275
com.blackout.match3,1,0.07403502221637762,0.0,0.07403502221637762
com.blackout.spades,6447,2222.4332269865554,0.6699486342090719,0.3447236275766334
com.block.game.jigsaw.puzzles,3,0.0,0.0,0.0
com.blossom.match.flower.sort.game,1,0.5183224657702566,0.0,0.5183224657702566
com.bonnie.trafficescape,3,0.3755702593094831,0.14315667376028893,0.12519008643649437
com.boombitgames.Dartsy,13,3.0155053356553605,0.2222727630784604,0.23196194889656618
com.bowling.club,1,0.03882621764559151,0.0,0.03882621764559151
com.bpfit.bloodpressure.health,1,0.4008767161726844,0.0,0.4008767161726844
com.braingames.findthedog,356,2.7067545451947947,0.03051430078830262,0.007603243104479761
com.braingames.hollywoodtriplematch,105,0.7334579262261451,0.023534022115619876,0.006985313583106144
com.braingames.solitairetriplematch,12,0.0035770333333333335,0.0009886397857717453,0.0002980861111111111
com.braingames.wordnature,8,0.007450063,0.0024638767437204744,0.000931257875
com.brainium.solitairefree,1,0.03696194659746269,0.0,0.03696194659746269
com.brgame.app.zumablast,1,0.1622872925231254,0.0,0.1622872925231254
com.brick.block.game,2,0.04762460790890624,0.023095161097310263,0.02381230395445312
com.bricks.legend,1,0.0,0.0,0.0
com.bubble.shooter.boom.star.games,1,0.1478737916521957,0.0,0.1478737916521957
com.bubblepop.blast.shooter.free.puzzlegame,2,0.20189465587925293,0.09659318034831868,0.10094732793962646
com.bubbleshooter.pop.go.classic.puzzle.games,1,0.0,0.0,0.0
com.bubbleshooter.popbubbles.collectcards,1,0.0589295186779413,0.0,0.0589295186779413
com.cakesort.color3d,1,0.057343997955322266,0.0,0.057343997955322266
com.callapp.contacts,5,3.0581384388308663,0.41238391803811886,0.6116276877661733
com.candy.sweet.legend.free,1,0.0,0.0,0.0
com.candywriter.bitlife,1,0.13825157733646837,0.0,0.13825157733646837
com.car.parking.bus.mania.traffic.jam,2,0.18894083030402098,0.09347041515201049,0.09447041515201049
com.cardgame.solitaire,1,0.0040542600000000005,0.0,0.0040542600000000005
com.cardgame.spider.fishdom,1,0.005968906380952381,0.0,0.005968906380952381
com.carson.word.search,6,0.5783800553338128,0.11427381209741169,0.09639667588896879
com.cassette.aquapark,1,0.3456947275961905,0.0,0.3456947275961905
com.casualino.vipspades,8,1.0713395713518612,0.15383789922354862,0.13391744641898265
com.cat.defenders.shelling.snake.and,1,0.0369256337720905,0.0,0.0369256337720905
com.catool.solitaire.card,2,1.8555964795971276,0.08840643021943626,0.9277982397985638
com.ces.fire.hexagon.match,1,0.0,0.0,0.0
com.christmas.winter.happy.art.jigsaw.puzzle.free.game,1,0.0,0.0,0.0
com.cjbm.bloomblast,1,0.0,0.0,0.0
com.cleaning.go.pleate,9,0.22641881299144054,0.03985612979277506,0.025157645887937837
com.clipwiregames.monopolybingo,1,0.009063065238095238,0.0,0.009063065238095238
com.clipwiregames.tpirbingo,3,1.1060592457215417,0.2545949955844066,0.3686864152405139
com.color.number.sanbox.pixel.art,5,0.48054522412185835,0.07050205458737618,0.09610904482437167
com.combineinc.streetracing.driftthreeD,1,0.24700241478274315,0.0,0.24700241478274315
com.concretesoftware.golf,2,0.05249904865673828,0.02624952432836914,0.02624952432836914
com.concretesoftware.pbachallenge_androidmarket,1,0.049399999999999986,0.0,0.049399999999999986
com.concretesoftware.spades_demobuynow,5,0.5661520838393723,0.13511301494720143,0.11323041676787446
com.cookapps.beagles.ng003,1,0.06910034673881416,0.0,0.06910034673881416
com.cookie.match3.casual,1,0.050191206414291964,0.0,0.050191206414291964
com.cooking.bingo.ldkwh,1,0.01481625,0.0,0.01481625
com.cooking.world.chef.craze.restaurant.fever.free,2,0.0948876688532545,0.04744383442662725,0.04744383442662725
com.corecleaner.corecleaner,1,0.01473791908095238,0.0,0.01473791908095238
com.corestudios.storemanagementidle,1,0.0,0.0,0.0
com.cover.zombie.fire.shooter,1,0.24311577370751955,0.0,0.24311577370751955
com.creations.runnergame,1,0.0,0.0,0.0
com.creativestarsgames.bombevolution,4,0.45277782512570286,0.10167672875535685,0.11319445628142571
com.dalakgames.pixeldestruction,3,0.10721966094945518,0.014354117550087656,0.035739886983151725
com.dark.happy.art.jigsaw.puzzle.free.game,1,0.34497278635121215,0.0,0.34497278635121215
com.dcjnmed.jifqq,1,0.8467410313719508,0.0,0.8467410313719508
com.dg.puzzlebrothers.mahjong.solitaire.holiday.fun,1,0.0677918181539258,0.0,0.0677918181539258
com.dicedom.mergepuzzle,1,1.455240067919103,0.0,1.455240067919103
com.dieselpuppet.hidden,1,0.005088406102005796,0.0,0.005088406102005796
com.diy.perfect.asmr,1,0.007988284,0.0,0.007988284
com.dna.solitaireapp,1,0.10074720096679687,0.0,0.10074720096679687
com.dp.hidden.objects,2,1.4844437915056465,0.7422218957528233,0.7422218957528233
com.dramawave.app,1,0.06557103817887003,0.0,0.06557103817887003
com.dream.free.games.match3,4,0.5859950651518641,0.16680440530025292,0.14649876628796601
com.dream.home.house.happy.paint.by.number.coloring.game,3,0.23385912616344287,0.10882894442683842,0.07795304205448096
com.duole.klondike.truck,2,0.5155618973777297,0.22078345024282414,0.25778094868886486
com.dv.adm,1,0.25173850386654983,0.0,0.25173850386654983
com.dysugar.jewels.prince,1,0.0,0.0,0.0
com.ea.game.nfs14_row,1,0.09144605586196464,0.0,0.09144605586196464
com.ea.game.pvzfree_row,2,0.5674471590385912,0.2742211088684133,0.2837235795192956
com.easybrain.art.puzzle,6,0.5705358726468748,0.05451073078250405,0.09508931210781246
com.easybrain.backgammon.board.games,3,0.3280003103112271,0.049025898570854785,0.10933343677040903
com.easybrain.block.puzzle.games,2,0.0,0.0,0.0
com.easybrain.crossword.puzzles,8,3.269413421136736,0.5079795865547881,0.408676677642092
com.easybrain.hidden.spots,2,0.40623355799816874,0.12000530096268576,0.20311677899908437
com.easybrain.jigsaw.puzzles,4,0.32767562581903237,0.04124654916325565,0.08191890645475809
com.easybrain.number.puzzle.game,6,0.33760522344707206,0.05876762871443143,0.056267537241178674
com.easybrain.solitaire.klondike.free,1,0.05984456502616135,0.0,0.05984456502616135
com.easybrain.spider.solitaire,3,0.2705350107644819,0.0731371730856226,0.09017833692149396
com.easybrain.sudoku.android,3,0.7638380723779017,0.1974158122832841,0.2546126907926339
com.easybrain.word.puzzle.game,1,0.09858376026045859,0.0,0.09858376026045859
com.easyfun.solitaire,6,0.22057393105357792,0.0782090096890861,0.03676232184226299
com.easygames.race,2,0.4196709902704358,0.14786393480512786,0.2098354951352179
com.easymood.block.puzzle.wood,4,0.009867160818395239,0.0018027252706657028,0.0024667902045988096
com.econogames.bible.wordsearch.gp,4,0.600218799833275,0.2116021927853936,0.15005469995831874
com.eight.ball.strike.challenge,4,0.8293203767194662,0.12078635293168619,0.20733009417986656
com.elemental.gloves,8,0.177803152070591,0.025205142187865303,0.022225394008823875
com.erudite.trivia.brain.quiz.mind.game,21,0.017575013954058437,0.0014116513796579623,0.000836905426383735
com.euchre.solitaire.plus.offline.free.card.games,81,6.27148445349923,0.18291799030201086,0.07742573399381766
com.eureka.android,1,0.4366894092569354,0.0,0.4366894092569354
com.evergreen.games.card.solitaire.free,3,0.09642240039362382,0.03910917527960119,0.03214080013120794
com.evogames.duoshooter,1,0.07112373495238096,0.0,0.07112373495238096
com.evogames.slavsforvk,1,0.0,0.0,0.0
com.falcon.dm.water.cake.sort.puzzle,1,0.0,0.0,0.0
com.fancy.screw.story.makeover.puzzle.jam,1,0.7757799466870707,0.0,0.7757799466870707
com.fantile.sliding.dragon.puzzle,2,0.0,0.0,0.0
com.fc.cl.screw.home.puzzle.pin.jam,1,0.022525939667236327,0.0,0.022525939667236327
com.fc.p.cp.jelly.mukbang.asmr.live.diy,4,0.020772754857142854,0.006678004596711167,0.0051931887142857135
com.fcg.mergeandfight.mergemonster.battlearena,2,0.1272140581462574,0.020015599807323755,0.0636070290731287
com.feelnside.explodeme,5,0.21297585993036167,0.051114593533419676,0.042595171986072336
com.fg.kungfu.kofarena.newtypegames,1,0.0,0.0,0.0
com.fgs.annoying.fool.punch.game,2,0.09729450071325482,0.047994072320228814,0.04864725035662741
com.fgs.carcrashgames.cargames.caraccidentgames,3,0.2844839641495316,0.050766053382682634,0.09482798804984387
com.fidgettrading.game,4,0.004089796118571428,0.0017709336674909255,0.001022449029642857
com.fill.up.the.fridge.fridgeorganizing.simulation.game,1,0.0,0.0,0.0
com.find.hidden.object.out.treasure.hunt.seek.puzzle.games,6,1.6847225844422682,0.3636840857096972,0.2807870974070447
com.forevergreen.solitaire,1,0.920888540204085,0.0,0.920888540204085
com.free.spider.solitaire.card.game,4,0.21645643470838316,0.028570463552048564,0.05411410867709579
com.freemusic.download.ddplmnb,1,0.007740845866666667,0.0,0.007740845866666667
com.freeplay.twerk,2,0.0,0.0,0.0
com.freeplaysultanov.shootit,21,0.5192173415485429,0.042941544404373234,0.02472463531183538
com.freeplaysultanov.skaterace,1,0.02521821885519573,0.0,0.02521821885519573
com.freeup.space.polot,1,0.0,0.0,0.0
com.frph.stonegrass,1,0.0,0.0,0.0
com.fugo.wow,6,0.13278361961029342,0.046096220583997455,0.022130603268382235
com.fugo.wowzen,3,0.3133909131485837,0.14264916333885366,0.10446363771619456
com.funcraft.acw,1,0.02589051911538516,0.0,0.02589051911538516
com.funcraft.diceyatzy,1,0.18079238180528448,0.0,0.18079238180528448
com.funcraft.farkle,6,0.8931605330415263,0.15978709585263556,0.1488600888402544
com.funcraft.whamzee,4,1.5289002662503395,0.6316529963198771,0.38222506656258487
com.funcraft.yatzypoker,1,0.46691944996176377,0.0,0.46691944996176377
com.funfinity.knitzy.thread,1,0.004290458571428572,0.0,0.004290458571428572
com.fuzzymobilegames.spades,3,0.5478964418097484,0.13123726923029713,0.18263214726991614
com.game.colorroll3d,1,1.0343747682421838,0.0,1.0343747682421838
com.game.fruitmerge,2,0.03829117975542858,0.017000308693714293,0.01914558987771429
com.game.gs3d_android,1,0.11411046850672918,0.0,0.11411046850672918
com.game.solitaireclassics,1,0.002232596380952381,0.0,0.002232596380952381
com.game.space.shooter2,11,2.639978673616497,0.2793962192849417,0.23999806123786335
com.game.thatsmyseat,1,0.07758056538047467,0.0,0.07758056538047467
com.gamebrain.hexasort,2,1.4488864678002895,0.11354538670707645,0.7244432339001448
com.gamee.brainly.homepin3.pullpin.puzzle,1,0.8790651957663391,0.0,0.8790651957663391
com.gamee.dragon.kingdom.castle.match.story.puzzle,37,3.1422732625338927,0.0977115335921844,0.0849263043928079
com.gamee.home.story.pullthepin.puzzle,5,0.2498721693132224,0.03844387473117166,0.04997443386264448
com.gamee.homepin2.manor.homescape,4,0.0008540205,0.00036980172417634406,0.000213505125
com.gamehouse.d10gp,1,0.0,0.0,0.0
com.gamepie.airpolice,2,0.987690954105342,0.056074157981459,0.493845477052671
com.gamincat.jigsolitaire,2,0.4857995235366559,0.24289976176832795,0.24289976176832795
com.gamovation.chessclubpilot,9,2.579041269009464,0.25761974725106973,0.2865601410010516
com.gamovation.mahjongclub,5,0.18085334734887842,0.045208235323306444,0.036170669469775686
com.gamovation.quickcheckers,5,0.8730706212308664,0.19457843613514444,0.17461412424617329
com.gamovation.sudoku,2,0.21405383539804212,0.09825385069902107,0.10702691769902106
com.gamovation.tileclub,4,0.6276564724642446,0.12095947394523597,0.15691411811606115
com.gamovation.triplemahjong,3,0.27375828638407057,0.1196782929400918,0.09125276212802352
com.gazeus.euchre,1,0.00396205,0.0,0.00396205
com.gbd.amy.secret.game,1,0.3186921362012942,0.0,0.3186921362012942
com.gdrhrhw.utxdm,1,0.0,0.0,0.0
com.geishatokyo.snowballio,5,0.004642605,0.001857042,0.0009285210000000001
com.geode.dazzly,1,0.050361965850946856,0.0,0.050361965850946856
com.gergedan.idleballs,4,0.008386205928,0.0017175048573107293,0.002096551482
com.gf.changer.shape.shift.race.shape.shifting.transform.race.shapeshifting.shapechanger,1,0.06818559561586014,0.0,0.06818559561586014
com.gf.numbersmaster.run3d.number.challenge,17,0.9287372000285314,0.048692906843767876,0.05463160000167832
com.gimica.ballbounce,3,0.17187112042666314,0.040333710156672316,0.05729037347555438
com.gimica.blockbuster,7,1.5987715384171635,0.229191947765333,0.22839593405959477
com.gimica.blockholeclash,2,0.061234746758955794,0.017901258491681907,0.030617373379477897
com.gimica.bubblepop,1,0.2259208554546131,0.0,0.2259208554546131
com.gimica.helixdash,1,0.0035983276666666664,0.0,0.0035983276666666664
com.gimica.hexmatch,2,0.3745999223033661,0.13117662862943436,0.18729996115168304
com.gimica.mergeblast,2,0.2891169712248411,0.0965904236423099,0.14455848561242055
com.gimica.puzzlepopblaster,2,0.35682476170147726,0.07591722343917678,0.17841238085073863
com.gimica.solitaireverse,37,7.256429219801246,0.3943595122826575,0.19611970864327694
com.gimica.spidersolitaire,1,0.15958624816512623,0.0,0.15958624816512623
com.gimica.sugarmatch,1,0.0017847061466058187,0.0,0.0017847061466058187
com.gimica.tangram,2,0.22511106005644976,0.04331348604854374,0.11255553002822488
com.gimica.tilematchpro,5,1.4259046439178822,0.2189495353624693,0.2851809287835764
com.gimica.treasuremaster,1,0.0,0.0,0.0
com.gimica.watersorter,2,0.022457005560306796,0.00889533019667829,0.011228502780153398
com.gimica.wordkitchen,2,0.5033823224247933,0.25169116121239665,0.25169116121239665
com.gimica.wordseeker,1,0.2717297739999999,0.0,0.2717297739999999
com.givvyvideos,1,0.0,0.0,0.0
com.globalplay.birdsort2.color.puzzle,2,0.0720946659062567,0.034301009953128354,0.03604733295312835
com.glu.zbs,1,0.0,0.0,0.0
com.gma.water.sort.puzzle,5,0.345233167076754,0.08306985725522514,0.0690466334153508
com.gnarlygamestudio.agenthunt,8,0.6242592786844898,0.05649542217016613,0.07803240983556123
com.goods.free.puzzle.match3d.sort,10,0.7516336237502715,0.1451867854080568,0.07516336237502716
com.goods.master3d.triple.puzzle,4,0.41453103897540294,0.09893382164888005,0.10363275974385074
com.gps.draw.flag.coloring.games,54,0.3093409080427722,0.018088344742311233,0.005728535334125411
com.gps.housemakeover.satisfying.clean,1,0.008215099018791637,0.0,0.008215099018791637
com.grandcashslots.free.gp,2,0.1264887048860573,0.05382340006207627,0.06324435244302865
com.greyfun.card.solitaire.classic,1,0.0013603645235884918,0.0,0.0013603645235884918
com.gsn.android.tripeaks,1,0.0,0.0,0.0
com.gym.racegame,3,1.496292155594216,0.5077394805416171,0.49876405186473866
com.habit.record.reward.tracker,4,1.8788687998239788,0.35390687191306985,0.4697171999559947
com.happenlabs.videopoker,2,0.3426126533350304,0.1267703508868395,0.1713063266675152
com.happybat.ballmatch,3,0.0,0.0,0.0
com.hasbro.riskbigscreen,1,0.39324848078159275,0.0,0.39324848078159275
com.heatherglade.idleguy,1,0.26225492867349826,0.0,0.26225492867349826
com.hexa.master.puzzle.match3d,146,4.614300507864671,0.22415110442040434,0.03160479799907309
com.hexa.sort.puzzle.stack.color.game,1,0.05686426164938837,0.0,0.05686426164938837
com.hg.cannonwar.android,4,0.22296184902373267,0.04684994998245367,0.05574046225593317
com.hg.idleweaponshoptycoon.android,18,0.082526647108081,0.010525501074458097,0.004584813728226722
com.hidden.difference.puzzle.happy.crazy.art.game,2,0.2884345142221382,0.13837025159775962,0.1442172571110691
com.hidden.object.find.beauty.search.games.free,1,0.0,0.0,0.0
com.hide.ball,1,0.9722494072642539,0.0,0.9722494072642539
com.hideseek.dotconnectking,1,0.1291783240153103,0.0,0.1291783240153103
com.hideseek.solacesolitaire,5,0.02306949158571611,0.008693264251252674,0.004613898317143221
com.hideseek.yummytiles2,2,1.2689894643211193,0.574571716667517,0.6344947321605596
com.higgs.cubemaster3d,48,0.47091374021012106,0.022504860938025423,0.009810702921044188
com.higgs.slotsmash,1,0.16755350069775532,0.0,0.16755350069775532
com.higgs.tilemaster3d,3,0.05537696914888378,0.01286396101057194,0.01845898971629459
com.hit.master,1,0.24506223800609642,0.0,0.24506223800609642
com.hitappsgames.connectwords,5,0.03595260586727265,0.012576635012187653,0.0071905211734545295
com.hitrolab.audioeditor,1,0.528655413912089,0.0,0.528655413912089
com.homedesign.restore.asmr.games,2,0.7835068456690983,0.014249098534699647,0.39175342283454917
com.horus.beach.head,2,0.0019295238095238091,0.0009647619047619046,0.0009647619047619046
com.horus.warzone,1,0.7014174989583142,0.0,0.7014174989583142
com.hyperdotstudios.swampattack2,1,0.753453224421952,0.0,0.753453224421952
com.hyperkani.trialbike,1,0.001388981,0.0,0.001388981
com.ice.ball.snow.race,2,0.2901252866396834,0.031939124401077455,0.1450626433198417
com.idle.startup.richman.rich.business.tycoon,1,0.0,0.0,0.0
com.ig.screw.puzzle.nuts.botls,3,0.050987010048566546,0.01660815495254307,0.01699567001618885
com.ig.screwdom,2,0.05397991225269852,0.02698995612634926,0.02698995612634926
com.ig.spider.fighting,4,0.16022017453970155,0.028751998847809795,0.04005504363492539
com.ihappydate,1,0.39709786809358977,0.0,0.39709786809358977
